Name,Team,GS,IP,ERA,K%,BB%,H9,raw_fip,ERA_est
Logan Allen,Cleveland Guardians,0,4.0,0.0,0.3684,0.0526,8.96,1.5,4.07
Tanner Andrews,Toronto Blue Jays,0,3.0,0.0,0.0909,0.1818,8.51,4.43,4.26
Ty Blach,Chicago Cubs,0,3.0,0.0,0.2222,0.0,8.51,1.76,4.13
Tyler Callihan,Pittsburgh Pirates,0,1.0,0.0,0.0,0.2,8.8,6.1,4.28
Eiberson Castellano,Colorado Rockies,0,3.0,0.0,0.1667,0.0,8.96,2.76,4.18
Jeff Criswell,Colorado Rockies,0,2.0,0.0,0.2222,0.2222,8.66,4.1,4.24
Yovanny Cruz,New York Yankees,0,2.3,0.0,0.3333,0.0,8.61,1.81,4.16
Nick Davila,Seattle Mariners,0,11.7,0.0,0.1739,0.1522,7.84,3.78,4.16
Duncan Davitt,Chicago White Sox,0,1.0,0.0,0.0,0.3333,8.65,6.1,4.28
Daniel Duarte,New York Mets,0,5.0,0.0,0.2,0.0667,8.22,2.5,4.1
Jose Espada,Baltimore Orioles,0,1.0,0.0,0.0,0.0,8.95,3.1,4.23
Alec Gamboa,Boston Red Sox,0,1.7,0.0,0.6,0.0,8.56,1.5,4.17
Sam Haggerty,Texas Rangers,0,1.0,0.0,0.0,0.0,8.65,6.1,4.28
Welinton Herrera,Colorado Rockies,0,2.3,0.0,0.2,0.1,8.76,2.67,4.19
P.J. Higgins,Cincinnati Reds,0,1.0,0.0,0.3333,0.0,8.65,1.5,4.2
James Karinchak,Atlanta Braves,0,4.0,0.0,0.3077,0.0769,8.36,1.85,4.09
William Kempner,Miami Marlins,0,9.0,0.0,0.303,0.0606,7.93,1.87,3.89
Jared Koenig,Milwaukee Brewers,0,2.3,0.0,0.3077,0.1538,8.91,2.24,4.17
Brooks Kriske,Athletics,0,2.7,0.0,0.1818,0.0909,8.71,2.72,4.18
Max Lazar,Philadelphia Phillies,0,2.0,0.0,0.4286,0.0,8.66,1.5,4.16
Jorge Mateo,Atlanta Braves,0,1.0,0.0,0.0,0.0,8.8,3.1,4.23
Chayce McDermott,Los Angeles Dodgers,0,1.0,0.0,0.25,0.0,8.8,1.5,4.2
Easton McGee,Milwaukee Brewers,0,2.0,0.0,0.1667,0.1667,8.66,3.6,4.23
Reese McGuire,Chicago White Sox,0,1.0,0.0,0.0,0.0,8.65,3.1,4.23
Victor Mederos,Atlanta Braves,0,2.0,0.0,0.0,0.1667,8.51,4.6,4.26
A.J. Minter,New York Mets,0,8.0,0.0,0.2414,0.0345,8.23,1.72,3.91
Samy Natera Jr.,Los Angeles Angels,0,4.7,0.0,0.3333,0.2222,8.12,3.1,4.16
Eduardo Rivera,Boston Red Sox,0,3.3,0.0,0.3,0.0,8.46,1.5,4.1
Jake Rogers,Detroit Tigers,0,1.3,0.0,0.1667,0.0,8.9,1.6,4.19
Yacksel Ríos,Chicago Cubs,0,1.7,0.0,0.4,0.0,8.56,1.5,4.17
Javier Sanoja,Miami Marlins,0,2.0,0.0,0.1429,0.0,8.66,2.1,4.18
Max Schuemann,New York Yankees,0,1.0,0.0,0.0,0.2,8.8,6.1,4.28
Dylan Smith,San Francisco Giants,0,6.7,0.0,0.2414,0.1379,8.42,2.8,4.09
Drew Sommers,Detroit Tigers,0,5.3,0.0,0.3182,0.1364,8.32,2.72,4.11
Brock Stewart,Los Angeles Dodgers,0,2.0,0.0,0.4286,0.1429,8.51,1.6,4.16
Hunter Stratton,Atlanta Braves,0,1.0,0.0,0.3333,0.0,8.8,1.5,4.2
Myles Straw,Toronto Blue Jays,0,1.3,0.0,0.0,0.1111,9.2,5.35,4.27
Garrett Stubbs,Philadelphia Phillies,0,1.3,0.0,0.0,0.0,8.6,3.1,4.22
Logan VanWey,Houston Astros,0,3.0,0.0,0.5,0.0,8.51,1.5,4.11
Vince Velasquez,Chicago Cubs,0,2.3,0.0,0.125,0.0,8.61,2.24,4.17
Cameron Weston,Baltimore Orioles,0,1.0,0.0,0.3333,0.3333,8.65,4.1,4.25
Bryse Wilson,Philadelphia Phillies,0,2.0,0.0,0.0,0.1429,8.66,4.6,4.26
Matt Brash,Seattle Mariners,0,16.7,0.54,0.2344,0.0938,7.56,2.92,3.88
Robert Suarez,Atlanta Braves,0,32.0,0.56,0.2149,0.0496,7.26,2.44,3.28
Mason Barnett,Athletics,0,12.7,0.71,0.3125,0.1042,7.84,2.94,3.97
Alimber Santa,Houston Astros,0,12.7,0.71,0.1702,0.1064,7.69,3.02,3.99
Aroldis Chapman,Boston Red Sox,0,21.7,0.83,0.3372,0.1047,7.42,1.8,3.37
Louis Varland,Toronto Blue Jays,0,42.0,0.86,0.354,0.0683,6.84,1.5,2.33
Mason Miller,San Diego Padres,0,31.0,0.87,0.5169,0.1017,6.2,1.5,2.83
Dylan Lee,Atlanta Braves,0,33.3,1.08,0.3443,0.041,6.46,1.5,2.72
Hunter Brown,Houston Astros,3,16.3,1.1,0.375,0.1406,7.6,1.81,3.59
Cam Booser,Tampa Bay Rays,0,8.0,1.13,0.3125,0.0938,8.53,3.35,4.13
Kendry Rojas,Minnesota Twins,1,14.3,1.26,0.2295,0.1639,8.35,3.45,4.06
Robby Ahlstrom,Texas Rangers,0,7.0,1.29,0.1429,0.0714,8.67,2.81,4.08
Josh Hader,Houston Astros,0,7.0,1.29,0.4583,0.0417,8.07,2.24,4.02
Brian Fitzpatrick,Milwaukee Brewers,0,6.7,1.35,0.1667,0.1,8.87,2.95,4.11
Jacob Misiorowski,Milwaukee Brewers,15,93.0,1.45,0.3909,0.0652,4.55,1.66,1.66
Shohei Ohtani,Los Angeles Dodgers,12,73.7,1.47,0.2699,0.0761,5.25,2.65,2.65
Raisel Iglesias,Atlanta Braves,0,24.3,1.48,0.2979,0.0638,8.23,2.07,3.37
Carl Edwards Jr.,New York Mets,0,6.0,1.5,0.44,0.16,8.37,3.6,4.18
Adam Macko,Toronto Blue Jays,1,12.0,1.5,0.25,0.0417,8.69,2.93,3.99
Jacob Latz,Texas Rangers,1,35.7,1.51,0.2812,0.0547,5.67,2.4,3.15
Yuki Matsui,San Diego Padres,0,23.7,1.52,0.2903,0.1183,7.28,3.98,4.15
Bryce Miller,Seattle Mariners,6,40.0,1.58,0.305,0.0355,6.38,2.95,3.38
Caleb Ferguson,Cincinnati Reds,0,11.0,1.64,0.234,0.1064,8.54,2.46,3.92
Yerry De los Santos,New York Yankees,0,5.3,1.69,0.2857,0.1429,8.62,4.97,4.31
Josh Ekness,Miami Marlins,0,5.3,1.69,0.2273,0.2273,8.32,4.03,4.23
Colin Holderman,Cleveland Guardians,0,26.7,1.69,0.2885,0.0865,6.84,2.68,3.55
Cam Schlittler,New York Yankees,16,95.0,1.71,0.2954,0.0488,6.35,2.12,2.12
Rico Garcia,Baltimore Orioles,0,30.7,1.76,0.2946,0.0893,6.1,3.62,3.93
Cristopher Sánchez,Philadelphia Phillies,16,102.0,1.76,0.2906,0.0484,8.12,2.13,2.13
Tyler Rogers,Toronto Blue Jays,0,35.7,1.77,0.137,0.0753,7.92,2.9,3.45
Brent Headrick,New York Yankees,0,35.3,1.78,0.255,0.1007,8.12,2.95,3.49
Joey Gerber,New York Mets,0,5.0,1.8,0.2857,0.0476,8.82,1.5,4.02
Paul Gervase,Los Angeles Dodgers,0,5.0,1.8,0.2381,0.0952,8.82,2.3,4.09
Craig Yoho,Milwaukee Brewers,0,5.0,1.8,0.4,0.1,8.52,3.7,4.2
Bryan Baker,Tampa Bay Rays,0,29.3,1.84,0.2845,0.0948,6.9,2.52,3.4
Ben Brown,Chicago Cubs,8,68.0,1.85,0.2453,0.0717,5.96,2.49,2.49
Ryan Fernandez,St. Louis Cardinals,0,9.7,1.86,0.3953,0.1163,8.58,2.48,3.96
Jhoan Duran,Philadelphia Phillies,0,23.7,1.9,0.3846,0.0549,8.03,1.5,3.17
