Name,Team,GS,IP,ERA,K%,BB%,H9,raw_fip,ERA_est
Andrew Alvarez,Washington Nationals,0,4.3,0.0,0.3125,0.0,8.76,1.5,4.05
Mason Black,Kansas City Royals,0,4.7,0.0,0.2273,0.0909,9.17,2.24,4.09
Matt Brash,Seattle Mariners,0,11.3,0.0,0.2105,0.0526,7.59,2.48,3.92
Nick Davila,Seattle Mariners,0,3.0,0.0,0.1667,0.0833,8.81,2.77,4.18
Lazaro Estrada,Toronto Blue Jays,0,4.0,0.0,0.2143,0.1429,8.21,3.1,4.17
Brandyn Garcia,Arizona Diamondbacks,0,5.7,0.0,0.3529,0.0,8.12,1.5,3.99
Brenan Hanifee,Detroit Tigers,1,7.3,0.0,0.1379,0.0345,8.77,2.42,4.03
Raisel Iglesias,Atlanta Braves,0,11.7,0.0,0.3659,0.0244,7.99,1.5,3.72
Alek Manoah,Los Angeles Angels,0,6.0,0.0,0.12,0.2,8.22,4.6,4.28
Yuki Matsui,San Diego Padres,0,4.7,0.0,0.2778,0.0556,8.72,1.6,4.04
Eduardo Rivera,Boston Red Sox,0,3.3,0.0,0.3,0.0,8.46,1.5,4.1
Ethan Roberts,Chicago Cubs,0,5.7,0.0,0.0952,0.1429,8.12,5.04,4.32
Tyler Samaniego,Boston Red Sox,0,15.0,0.0,0.2034,0.1186,7.8,3.1,3.96
Justin Slaten,Boston Red Sox,0,4.3,0.0,0.3529,0.1176,8.46,1.71,4.07
Trent Thornton,Chicago Cubs,0,3.0,0.0,0.0833,0.0833,8.81,3.43,4.21
Louis Varland,Toronto Blue Jays,0,20.7,0.44,0.3704,0.0988,8.02,1.5,3.3
Rico Garcia,Baltimore Orioles,0,19.0,0.47,0.3438,0.1094,6.16,2.57,3.72
Robert Suarez,Atlanta Braves,0,17.0,0.53,0.2462,0.0462,8.11,1.75,3.54
John King,Miami Marlins,0,16.7,0.54,0.25,0.1,6.81,3.52,4.05
Tim Herrin,Cleveland Guardians,0,13.3,0.68,0.1148,0.1311,8.64,4.07,4.21
Trey Yesavage,Toronto Blue Jays,3,13.3,0.68,0.2632,0.0877,8.79,2.2,3.79
Aroldis Chapman,Boston Red Sox,0,12.7,0.71,0.3404,0.0638,7.99,1.52,3.67
Austin Warren,New York Mets,0,11.0,0.82,0.2955,0.1136,8.24,3.28,4.07
Jacob Latz,Texas Rangers,1,21.7,0.83,0.2267,0.0533,6.37,2.68,3.68
Hunter Brown,Houston Astros,2,10.7,0.84,0.3953,0.1395,7.99,1.6,3.78
Bryan Hudson,Chicago White Sox,2,20.0,0.9,0.2619,0.1071,8.42,2.4,3.63
Kyle Hurt,Los Angeles Dodgers,0,10.0,0.9,0.3784,0.027,8.08,1.5,3.79
Dylan Lee,Atlanta Braves,0,19.7,0.92,0.3382,0.0294,6.97,1.5,3.35
Peyton Gray,Texas Rangers,0,9.7,0.93,0.1905,0.1429,8.43,3.31,4.1
Mason Miller,San Diego Padres,0,18.7,0.96,0.5588,0.0735,7.11,1.5,3.39
Shohei Ohtani,Los Angeles Dodgers,6,37.0,0.97,0.2897,0.0621,6.52,2.5,3.17
Matt Gage,San Francisco Giants,0,18.0,1.0,0.169,0.1408,7.51,4.16,4.22
Tim Hill,New York Yankees,0,18.0,1.0,0.1077,0.0308,7.96,3.38,3.99
Antonio Senzatela,Colorado Rockies,0,24.3,1.11,0.2444,0.0778,7.18,2.15,3.4
Yennier Cano,Baltimore Orioles,0,16.0,1.13,0.1964,0.0357,7.5,2.91,3.89
Brooks Raley,New York Mets,0,16.0,1.13,0.3065,0.0806,7.95,2.47,3.78
Tyler Phillips,Miami Marlins,0,23.7,1.14,0.2353,0.1275,8.03,3.4,3.91
Wilber Dotel,Pittsburgh Pirates,0,6.7,1.35,0.16,0.12,8.12,5.2,4.36
Cam Schlittler,New York Yankees,9,53.3,1.35,0.2921,0.0446,6.08,1.64,1.93
Kyle Finnegan,Detroit Tigers,0,19.3,1.4,0.1625,0.1875,8.06,4.75,4.41
Caleb Kilian,San Francisco Giants,0,19.3,1.4,0.2405,0.1519,7.31,4.5,4.33
Jason Adam,San Diego Padres,0,12.0,1.5,0.1064,0.0638,8.09,4.35,4.27
Carl Edwards Jr.,New York Mets,0,6.0,1.5,0.44,0.16,8.37,3.6,4.18
Dietrich Enns,Baltimore Orioles,0,11.7,1.54,0.2292,0.1667,8.14,3.27,4.06
Ryan Fernandez,St. Louis Cardinals,0,5.7,1.59,0.3462,0.0769,9.02,1.5,3.99
Davis Martin,Chicago White Sox,8,50.0,1.62,0.2708,0.0521,7.47,2.32,2.64
